id,label
1383101201772863491,
20091103,
931175083984420864,
183414513,
1145453394401923072,
840561161754017792,
338417807,
2714595154,
1227929836552937472,
284573529,
743247731649560576,
490011504,
142117786,
1377405135547207682,
264447516,
1354850428018700294,
1413511722908983296,
1410606660905693194,
2255277283,
981012527340498944,
1287419667930284032,
384998375,
1313882721610067976,
153138120,
313023917,
2676510885,
1273673049506820097,
2810661873,
1242195788895305729,
3867373283,
208201333,
2353513111,
1439251112738054147,
1272932317695217667,
569803926,
204116066,
1400553766848507910,
1431795181846769664,
1192053449317371904,
836938755021881344,
153848620,
349876512,
606779453,
918279247516569600,
1191510316062040066,
85226621,
1327967176578437123,
68836454,
1363381441380241409,
1453894843940356098,
714597019097104384,
142725658,
314780552,
1290755944134082560,
899711506580996097,
1146924260599971840,
284666621,
273507310,
2417993491,
1239301138308042759,
1461626759120670727,
980602442529296384,
85811623,
279970258,
722990625021386752,
1450511391610245129,
333083890,
2230710765,
1134817595864035328,
3124138882,
249942246,
211711675,
1457762738323836932,
778768910267117568,
1264328863586439169,
539210296,
1164045479535108096,
1472682576317984777,
1423833070281629700,
784179010918051840,
65645910,
1354818447062953990,
1457368062341140490,
3658493183,
57110478,
73940104,
1449407210002554880,
414815545,
123729767,
880165015780827136,
1387595915259695108,
1295500372694441984,
4636555941,
342666765,
992237360,
587045664,
1446957609081360387,
1445011774030467073,
1345553017,
626024442,
4765612490,
368537112,
1415327646674731015,
1024304377295790080,
1385814666614607874,
1448304856691789838,
3242383168,
2731340079,
367978915,
1126505412717621248,
1008417934061031425,
83430538,
1388401467464294401,
2485278295,
292995133,
1452483231702466565,
353711274,
3095683882,
255858620,
933514986521063424,
1188921601963806720,
194140375,
940667269,
1324490828484587527,
978996013,
746149422170529792,
56799803,
791284328030474240,
2918354231,
1344585174,
60386685,
3406316703,
155574813,
606341650,
1466510707575463938,
776832710,
1473671968830496772,
438943404,
403841912,
387959631,
155326860,
1376332624277471234,
1315408668,
702101629,
303269471,
1353772210108960770,
1027167904318541824,
2373792705,
357896672,
1204406314975322112,
1204122133712048129,
313452257,
1423248589,
1571641176,
876967678719795201,
1465679123804794881,
1375499276,
1231653206826135556,
1322273675559739392,
126981727,
286838517,
1328526929981550592,
615461835,
729979208,
1398823774846427138,
1324808814336593923,
1460334205045514240,
3420353981,
1311663341706735617,
1267580367164395520,
1242612400983064576,
3340486445,
2991895655,
1388523501338906629,
125364903,
2178999576,
142751563,
1471945413720788997,
1298835711421022216,
916513071404867584,
103365545,
836431022,
1478403174188920833,
2422800154,
1118213660558725122,
1390819376186765312,
100339127,
1370097550011854859,
92863688,
633805129,
234432347,
1283572548861661184,
1403056401962913801,
103154542,
1056687279882801152,
156861194,
1195003687569182720,
1422623464435896322,
1458778152986157075,
3031540913,
3053846102,
1139179132477218816,
1376595311087468544,
877645693816623104,
1245358619442515968,
259469507,
1348037012046159876,
361585335,
959510684185882630,
806529768900399105,
3302286225,
284640620,
1107977430969602052,
1265422698873794561,
1473814324376440843,
1442477156,
853493054761836544,
593201771,
68818338,
143098898,
283643376,
84640744,
729471580535988225,
632472084,
1208127221623328769,
701743414,
943527397881712641,
509111166,
219023974,
1249910224854663168,
1397650278523052032,
3834907468,
166763140,
395661741,
983170044,
1431051824040132614,
1434324441467695104,
2675260110,
72577202,
788787163127308289,
1400225625194086403,
305294631,
508236753,
714832985,
260813493,
955828879012360192,
1164164167,
785838606,
451073319,
105576527,
75690889,
1194817546299596802,
1140271985299251202,
143529052,
274153671,
724299439616221185,
903799844657131522,
963553914460176384,
1196814565566304259,
755733421,
1216538133199818752,
1418636516499337218,
1473539210,
574872750,
2757496506,
506061995,
1380538340458569736,
846925095809531905,
1421539219881832448,
1078218985,
1270531006433558530,
1296866038475259905,
373677171,
1631705701,
4214696710,
1389560641,
798530215282704384,
2511472471,
1445469589987467267,
520629673,
1601980284,
933492722819915776,
1036267971826667521,
819885118986842114,
811981260,
1446937525176737793,
165913378,
984262609644982272,
298739772,
1058696019830075393,
139126809,
1154007404448817154,
148577785,
1278727371194077185,
363732882,
770439283559784452,
263742981,
1305917017099247617,
196148356,
2642755001,
1252062746813833218,
1387056661,
1454313516928847877,
131314070,
